MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
160,4,0.0,5062,1,1,0,3,2,1,0,22,2,2,4,5,7,5,1984,1984,1,1,6,6,2,0.0,3,2,1,2,3,2,6,828.0,2,182.0,180.0,1190.0,1,3,1,5,1190,900,0,2090,1.0,0.0,2,0,3,1,3,6,6,1,3,1,1984,3,2.0,577.0,3,3,2,219,0,0,0,0,0,0,0,1,0,9,2007,9,4,207500
60,1,84.0,10207,1,1,3,3,2,4,0,21,2,2,0,5,7,6,2007,2007,1,1,13,14,2,0.0,3,2,2,2,3,1,1,0.0,1,0.0,874.0,874.0,1,5,1,5,874,887,0,1761,0.0,0.0,3,0,3,1,3,7,7,0,0,1,2007,3,2.0,578.0,3,3,2,144,105,0,0,0,0,0,0,1,0,8,2007,6,5,227875
160,1,0.0,5105,1,1,1,3,2,2,0,21,2,2,4,5,7,5,2004,2004,1,1,8,8,2,0.0,3,2,2,2,3,1,6,239.0,1,0.0,312.0,551.0,1,5,1,5,551,551,0,1102,0.0,0.0,2,1,2,1,3,4,7,0,0,5,2004,1,2.0,480.0,3,3,2,0,60,0,0,0,0,0,0,1,0,3,2007,9,4,148800
20,4,60.0,8089,1,1,3,1,2,4,0,22,2,2,0,2,8,6,2007,2007,1,1,8,8,1,0.0,3,2,2,2,3,3,6,945.0,1,0.0,474.0,1419.0,1,5,1,5,1419,0,0,1419,1.0,0.0,2,0,2,1,3,7,7,1,4,1,2007,2,2.0,567.0,3,3,2,140,0,0,0,0,0,0,0,1,0,10,2007,6,5,392000
120,4,61.0,7577,1,1,0,3,2,0,0,16,2,2,4,2,6,5,2005,2006,1,1,13,14,3,256.0,3,2,2,2,3,3,5,20.0,1,0.0,1342.0,1362.0,1,5,1,5,1362,0,0,1362,0.0,0.0,2,0,2,1,3,6,7,1,4,1,2005,2,2.0,460.0,3,3,2,192,28,0,0,0,0,0,0,1,0,6,2007,9,4,194700
120,5,0.0,4426,1,1,3,3,2,4,0,5,2,2,4,2,6,5,2004,2004,1,1,13,14,1,147.0,3,2,2,2,3,4,6,697.0,1,0.0,151.0,848.0,1,5,1,5,848,0,0,848,1.0,0.0,1,0,1,1,3,3,7,1,3,1,2004,2,2.0,420.0,3,3,2,149,0,0,0,0,0,0,0,1,0,5,2008,9,4,141000
60,4,104.0,21535,1,1,0,3,2,0,0,15,2,2,0,5,10,6,1994,1995,1,7,6,6,1,1170.0,4,2,2,4,3,4,6,1455.0,1,0.0,989.0,2444.0,1,5,1,5,2444,1872,0,4316,0.0,1.0,3,1,4,1,4,10,7,2,5,1,1994,3,3.0,832.0,3,3,2,382,50,0,0,0,0,0,0,1,0,1,2007,9,4,755000
60,4,42.0,26178,1,1,0,3,2,4,1,23,2,2,0,5,7,5,1989,1990,3,1,8,8,1,293.0,3,2,2,2,3,4,6,965.0,1,0.0,245.0,1210.0,1,5,1,5,1238,1281,0,2519,1.0,0.0,2,1,4,1,3,9,7,2,4,1,1989,2,2.0,628.0,3,3,2,320,27,0,0,0,0,0,0,1,0,4,2006,9,4,335000
30,4,60.0,5400,1,1,3,3,2,0,2,17,2,2,0,2,5,6,1921,1968,1,1,8,8,2,0.0,2,2,0,3,3,1,1,0.0,1,0.0,1073.0,1073.0,1,5,1,5,1073,0,0,1073,0.0,0.0,1,0,2,1,2,4,7,0,0,5,1968,1,1.0,326.0,3,3,2,0,0,112,0,0,0,0,0,1,0,12,2006,9,0,108480
50,5,51.0,6120,1,1,3,3,2,0,0,3,2,2,0,0,5,6,1936,1950,1,1,14,15,2,0.0,2,1,0,3,3,1,1,0.0,1,0.0,927.0,927.0,1,2,1,5,1067,472,0,1539,0.0,0.0,1,1,3,1,2,5,7,0,0,5,1995,1,2.0,576.0,3,3,2,112,0,0,0,0,0,0,3,1,0,4,2009,9,4,141500
20,4,54.0,13811,1,1,0,3,2,4,0,23,2,2,0,2,6,6,1987,1987,1,1,6,6,1,72.0,2,2,1,2,4,1,6,980.0,2,40.0,92.0,1112.0,1,3,1,5,1137,0,0,1137,1.0,0.0,2,0,2,1,3,5,7,1,3,1,1987,1,2.0,551.0,3,3,2,125,0,0,0,0,0,0,0,1,0,7,2006,9,4,176000
30,5,50.0,6000,1,1,3,3,2,4,0,3,2,2,0,2,5,7,1921,1950,1,1,14,16,2,0.0,2,2,1,3,3,1,2,616.0,1,0.0,0.0,616.0,1,3,1,5,616,0,0,616,0.0,0.0,1,0,2,1,2,4,7,0,0,5,1921,1,1.0,205.0,3,3,2,0,0,129,0,0,0,0,0,1,0,6,2006,9,4,89000
20,4,57.0,6420,1,1,0,3,2,4,0,7,2,2,0,2,5,7,1952,1952,1,1,14,15,2,0.0,2,2,2,4,4,2,2,210.0,5,551.0,219.0,980.0,1,4,1,4,1148,0,0,1148,0.0,1.0,1,0,2,1,2,6,7,0,0,5,1952,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,1,0,9,2006,9,4,123500
20,4,65.0,8450,1,1,3,3,2,4,0,19,5,2,0,2,5,8,1965,2009,1,1,8,8,2,0.0,2,3,1,3,3,1,6,553.0,4,117.0,224.0,894.0,1,5,1,5,894,0,0,894,1.0,0.0,1,0,3,1,2,5,7,1,4,5,1973,1,1.0,336.0,3,3,2,416,144,0,0,0,0,0,3,1,0,4,2010,9,4,138500
120,1,59.0,4282,1,2,1,3,2,4,0,21,2,2,4,2,7,5,2004,2004,1,1,8,8,2,0.0,3,2,2,2,3,2,6,16.0,1,0.0,1375.0,1391.0,1,5,1,5,1391,0,0,1391,0.0,0.0,2,0,2,1,3,5,7,0,0,1,2004,2,2.0,530.0,3,3,2,156,158,0,0,0,0,0,0,1,0,7,2008,9,4,196000
20,4,85.0,14331,1,1,3,3,2,4,0,23,2,2,0,2,8,5,2002,2002,3,1,13,14,1,630.0,3,2,2,4,3,4,6,1274.0,1,0.0,526.0,1800.0,1,5,1,5,1800,0,0,1800,1.0,0.0,2,0,3,1,3,7,7,1,4,1,2002,3,3.0,765.0,3,3,2,270,78,0,0,0,0,0,0,1,0,5,2006,9,4,312500
20,4,80.0,9600,1,1,3,3,2,4,0,14,2,2,0,2,7,5,1969,1969,3,1,6,6,1,168.0,2,2,1,3,3,1,1,0.0,1,0.0,1164.0,1164.0,1,2,1,5,1164,0,0,1164,0.0,0.0,1,1,3,1,2,6,7,0,0,1,1969,1,2.0,528.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2006,0,4,140000
60,4,82.0,12438,1,1,0,3,2,4,0,22,2,2,0,5,8,5,2006,2006,3,1,13,14,1,466.0,4,2,2,4,4,1,1,0.0,1,0.0,1234.0,1234.0,1,5,1,5,1264,1312,0,2576,0.0,0.0,2,1,4,1,4,10,7,1,4,3,2006,3,3.0,666.0,3,3,2,324,100,0,0,0,0,0,0,1,0,7,2006,6,5,361919
190,5,76.0,7630,1,1,3,3,2,4,0,17,1,2,1,5,5,9,1900,1996,1,1,14,15,2,0.0,2,3,0,2,3,1,1,0.0,1,0.0,360.0,360.0,1,3,1,5,1032,780,0,1812,0.0,0.0,2,0,4,2,3,8,7,1,1,5,1999,1,2.0,672.0,3,3,0,344,0,40,0,0,0,0,3,1,0,5,2010,9,4,140000
20,4,70.0,8400,1,1,3,3,2,4,0,5,2,2,0,2,7,5,2004,2005,1,1,13,14,1,109.0,3,2,2,2,3,3,6,712.0,1,0.0,761.0,1473.0,1,5,1,5,1484,0,0,1484,1.0,0.0,2,0,3,1,3,7,7,0,0,1,2004,2,2.0,606.0,3,3,2,0,35,0,144,0,0,0,0,1,0,5,2010,9,4,213000
190,5,70.0,5600,1,1,3,3,2,4,0,9,2,2,1,5,4,5,1930,1950,3,1,13,16,2,0.0,1,1,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,4,0,5,372,720,0,1092,0.0,0.0,2,0,3,2,1,7,4,0,0,6,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3500,7,2010,9,4,55000
20,4,0.0,115149,1,1,1,2,2,1,2,4,2,2,0,2,7,5,1971,2002,1,1,10,11,3,351.0,2,2,1,2,3,4,6,1219.0,1,0.0,424.0,1643.0,1,2,1,5,1824,0,0,1824,1.0,0.0,2,0,2,1,3,5,7,2,3,1,1971,1,2.0,739.0,3,3,2,380,48,0,0,0,0,0,0,1,0,6,2007,9,4,302000
120,4,48.0,6240,1,1,3,3,2,4,0,16,2,2,4,2,8,5,2006,2006,3,1,8,8,1,176.0,3,2,2,2,3,1,6,863.0,1,0.0,461.0,1324.0,1,5,1,5,1324,0,0,1324,1.0,0.0,2,0,2,1,3,6,7,1,4,1,2006,3,2.0,550.0,3,3,2,192,38,0,0,0,0,0,0,1,0,12,2009,9,4,254000
60,4,65.0,9018,1,1,0,3,2,4,0,8,2,2,0,5,7,5,2007,2007,3,1,13,14,2,0.0,3,2,2,2,3,3,1,0.0,1,0.0,728.0,728.0,1,5,1,5,728,728,0,1456,0.0,0.0,2,1,3,1,3,8,7,1,4,1,2007,3,2.0,400.0,3,3,2,100,24,0,0,0,0,0,0,1,0,7,2007,6,5,179540
20,4,0.0,7162,1,1,0,3,2,4,0,19,2,2,0,2,5,7,1966,1966,1,1,6,6,0,41.0,2,2,2,3,3,1,1,0.0,1,0.0,876.0,876.0,1,2,1,5,904,0,0,904,0.0,0.0,1,0,3,1,2,6,7,0,0,1,1966,1,1.0,408.0,3,3,2,0,0,0,0,0,0,0,3,1,0,12,2008,9,0,109900
30,4,56.0,4130,1,1,0,3,2,4,0,3,2,2,0,2,3,6,1935,2003,1,1,13,14,2,0.0,3,2,1,3,3,1,1,0.0,1,0.0,270.0,270.0,1,3,1,5,729,0,0,729,0.0,0.0,1,0,2,1,2,5,2,0,0,6,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2008,9,4,52000
50,0,66.0,8712,1,2,3,1,2,4,1,9,2,2,0,0,4,7,1900,1950,1,1,8,8,2,0.0,2,2,4,3,3,2,1,0.0,1,0.0,859.0,859.0,1,3,1,5,859,319,0,1178,0.0,0.0,1,0,2,1,2,7,7,0,0,5,1964,2,1.0,384.0,3,3,0,68,0,98,0,0,0,0,0,1,0,1,2010,9,0,102776
120,4,40.0,4671,1,1,0,1,2,4,0,22,2,2,4,2,8,5,1988,1989,1,1,6,6,2,0.0,3,2,2,2,3,2,6,767.0,1,0.0,461.0,1228.0,1,3,1,5,1228,0,0,1228,1.0,0.0,2,0,2,1,3,5,7,1,4,1,1988,3,2.0,472.0,3,3,2,168,120,0,0,0,0,0,0,1,0,10,2008,9,4,189000
190,4,60.0,9873,1,1,3,3,2,4,0,3,6,2,1,2,4,5,1970,1970,1,1,6,6,1,160.0,2,2,1,3,3,3,5,789.0,1,0.0,171.0,960.0,2,2,0,5,960,0,0,960,1.0,0.0,1,0,3,1,2,6,7,0,0,5,1970,1,2.0,576.0,3,3,2,0,288,0,0,0,0,0,0,1,0,5,2006,9,4,129000
60,4,0.0,13517,1,1,0,3,2,1,0,19,5,2,0,5,6,8,1976,2005,1,1,6,11,1,289.0,3,2,1,3,3,1,6,533.0,1,0.0,192.0,725.0,1,5,1,5,725,754,0,1479,0.0,0.0,2,1,3,1,3,6,7,0,0,1,1976,2,2.0,475.0,3,3,2,0,44,0,0,0,0,0,0,1,0,3,2010,9,4,130500
20,4,78.0,10140,1,1,3,3,2,4,0,14,2,2,0,2,6,5,1974,1974,3,1,6,6,1,174.0,2,2,1,2,3,1,1,0.0,1,0.0,1064.0,1064.0,1,2,1,5,1350,0,0,1350,0.0,0.0,2,0,3,1,2,7,7,1,3,1,1974,2,2.0,478.0,3,3,2,0,0,0,0,0,0,0,3,1,0,8,2009,9,4,165000
70,5,60.0,10800,1,0,3,0,2,4,0,17,2,2,0,5,7,8,1890,1998,1,1,14,14,2,0.0,2,3,0,3,3,1,1,0.0,1,0.0,718.0,718.0,1,5,1,5,1576,978,0,2554,0.0,0.0,1,1,3,1,2,8,7,0,0,5,1996,1,2.0,704.0,3,3,1,0,48,143,0,0,0,0,0,1,0,7,2007,9,4,159500
20,4,80.0,10000,1,1,3,3,2,4,0,14,2,2,0,2,5,6,1973,2000,1,1,6,6,2,0.0,2,2,1,2,3,1,4,1084.0,1,0.0,92.0,1176.0,1,3,1,5,1178,0,0,1178,0.0,1.0,1,1,3,1,3,5,7,1,2,1,1973,1,2.0,439.0,3,3,2,224,0,0,0,0,0,0,3,1,0,11,2008,9,4,157000
60,4,96.0,10542,1,1,3,3,2,4,0,15,2,2,0,5,7,5,1993,1994,3,1,14,7,1,651.0,3,2,2,2,3,4,6,1173.0,1,0.0,138.0,1311.0,1,5,1,5,1325,1093,0,2418,1.0,0.0,2,1,3,1,3,9,7,1,3,1,1993,2,3.0,983.0,3,3,2,250,154,216,0,0,0,0,0,1,0,8,2008,9,4,341000
20,4,69.0,9920,1,1,0,3,2,4,0,5,2,2,0,2,5,6,1969,1969,1,1,6,11,2,0.0,2,2,1,2,3,4,5,523.0,1,0.0,448.0,971.0,1,2,1,5,971,0,0,971,0.0,0.0,1,1,3,1,2,5,7,1,1,1,1969,1,1.0,300.0,3,3,2,0,0,0,0,0,0,0,0,1,0,5,2006,9,4,128500
120,4,0.0,6563,1,1,0,2,2,1,1,22,2,2,0,2,8,5,1985,1985,1,1,6,6,2,0.0,3,2,2,2,3,4,6,1148.0,1,0.0,594.0,1742.0,1,2,1,5,1742,0,0,1742,1.0,0.0,2,0,2,1,3,5,7,1,3,1,1985,2,2.0,564.0,3,3,2,114,28,234,0,0,0,0,0,1,0,12,2006,9,4,275000
120,5,0.0,4426,1,1,3,3,2,4,0,5,2,2,4,2,6,5,2004,2004,1,1,13,14,1,169.0,3,2,2,2,3,3,6,662.0,1,0.0,186.0,848.0,1,5,1,5,848,0,0,848,1.0,0.0,1,0,1,1,3,3,7,0,0,1,2004,2,2.0,420.0,3,3,2,160,0,0,0,0,0,0,0,1,0,5,2010,9,4,143000
20,4,70.0,8120,1,1,3,3,2,4,0,12,2,2,0,2,4,7,1970,1970,1,1,8,8,2,0.0,2,3,1,3,3,1,5,191.0,1,0.0,673.0,864.0,1,5,1,5,864,0,0,864,0.0,0.0,1,0,3,1,2,5,7,0,0,5,1994,1,2.0,463.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2009,9,4,124500
50,4,60.0,8172,1,1,3,3,2,4,0,7,2,2,0,0,4,6,1954,1972,1,1,8,8,2,0.0,2,2,2,3,3,1,1,0.0,1,0.0,941.0,941.0,1,5,1,5,997,473,0,1470,0.0,0.0,2,0,4,1,2,7,7,0,0,5,1958,1,1.0,548.0,3,3,2,0,0,0,0,156,0,0,0,1,0,5,2008,9,4,135000
20,4,86.0,13286,1,1,0,3,2,4,0,7,2,2,0,2,9,5,2007,2008,3,1,5,5,3,340.0,4,2,2,4,3,1,6,1234.0,1,0.0,464.0,1698.0,1,5,1,5,1698,0,0,1698,1.0,0.0,2,0,3,1,4,8,7,1,4,1,2007,3,3.0,768.0,3,3,2,327,64,0,0,0,0,0,0,1,0,2,2009,9,4,320000
20,4,60.0,6960,1,1,3,3,2,4,0,12,2,2,0,2,4,6,1970,1970,1,1,6,11,2,0.0,2,2,1,3,3,1,5,375.0,4,239.0,250.0,864.0,1,2,1,5,864,0,0,864,0.0,0.0,1,0,3,1,3,5,7,0,0,5,1989,1,2.0,660.0,3,3,2,96,0,0,0,0,0,0,0,3,500,11,2009,9,4,120500
20,4,0.0,21695,1,1,0,3,2,0,0,6,2,2,0,2,6,9,1988,2007,3,1,14,11,1,260.0,3,3,1,2,3,1,6,808.0,1,0.0,72.0,880.0,1,5,1,5,1680,0,0,1680,1.0,0.0,2,0,3,1,3,5,7,1,4,1,1988,3,2.0,540.0,3,3,2,292,44,0,182,0,0,0,0,1,0,12,2009,9,4,222000
20,4,64.0,7314,1,1,3,3,2,4,0,5,2,2,0,2,7,5,2007,2007,1,1,13,14,3,82.0,3,2,2,2,3,3,6,724.0,1,0.0,508.0,1232.0,1,5,1,5,1232,0,0,1232,1.0,0.0,2,0,2,1,3,6,7,0,0,1,2007,2,2.0,632.0,3,3,2,132,0,0,0,0,0,0,0,1,0,2,2009,9,4,194500
90,4,85.0,11475,1,1,3,3,2,0,0,12,2,2,2,2,5,5,1958,1958,1,1,13,14,1,95.0,2,2,1,3,3,1,1,0.0,1,0.0,1584.0,1584.0,1,2,1,5,1776,0,0,1776,1.0,0.0,2,0,4,2,2,9,7,0,0,5,1968,1,3.0,888.0,3,3,2,0,25,0,0,0,0,0,0,1,0,7,2009,0,0,110000
30,5,52.0,6240,1,0,3,3,2,4,0,9,2,2,0,0,4,5,1925,1950,1,1,8,8,2,0.0,2,2,1,3,3,1,4,152.0,1,0.0,628.0,780.0,1,2,1,4,848,0,360,1208,0.0,0.0,1,0,2,1,2,5,7,0,0,5,1962,1,2.0,539.0,3,3,2,0,23,112,0,0,0,0,0,1,0,1,2009,9,4,103000
120,4,39.0,5389,1,1,0,3,2,4,0,22,2,2,4,2,8,5,1995,1996,1,1,5,5,2,0.0,3,2,2,2,3,1,6,1180.0,1,0.0,415.0,1595.0,1,5,1,5,1616,0,0,1616,1.0,0.0,2,0,2,1,3,5,7,1,3,1,1995,2,2.0,608.0,3,3,2,237,152,0,0,0,0,0,0,1,0,3,2010,9,4,236500
80,4,73.0,9590,1,1,0,3,2,0,0,23,2,2,0,7,7,5,2003,2003,1,1,13,14,1,442.0,3,2,2,4,3,3,6,786.0,1,0.0,82.0,868.0,1,5,1,5,1146,0,0,1146,1.0,0.0,2,0,3,1,3,6,7,1,4,1,2003,3,2.0,438.0,3,3,2,160,22,0,0,0,0,0,0,1,0,5,2007,9,4,187500
60,4,75.0,11404,1,1,0,3,2,4,0,5,2,2,0,5,7,5,1998,1999,1,1,13,14,1,202.0,3,2,2,2,3,3,5,252.0,1,0.0,901.0,1153.0,1,5,1,5,1153,878,0,2031,0.0,0.0,2,1,3,1,3,8,7,1,3,1,1998,3,2.0,541.0,3,3,2,192,84,0,0,0,0,0,0,1,0,7,2008,9,4,222500
20,4,80.0,10000,1,1,3,3,2,0,0,19,1,2,0,2,5,6,1961,1983,3,1,6,6,2,0.0,2,2,1,3,3,1,4,594.0,1,0.0,270.0,864.0,1,5,1,5,1144,0,0,1144,1.0,0.0,1,0,3,1,2,6,7,1,3,1,1961,2,1.0,264.0,3,3,2,165,0,0,0,0,0,0,2,3,400,3,2009,9,4,131400
20,4,0.0,8978,1,1,0,3,2,0,0,19,2,2,0,2,5,5,1968,1968,1,1,10,11,2,0.0,2,2,2,3,3,1,1,0.0,1,0.0,948.0,948.0,1,2,1,5,948,0,0,948,0.0,0.0,1,0,3,1,2,6,7,0,0,1,1968,1,1.0,300.0,3,3,2,147,0,0,0,0,0,0,0,1,0,5,2007,9,3,108000
75,5,60.0,10800,1,1,3,3,2,4,0,17,2,2,0,4,7,7,1914,1970,1,1,14,15,2,0.0,2,2,0,2,3,2,3,390.0,1,0.0,490.0,880.0,2,4,0,5,880,888,0,1768,0.0,0.0,1,1,2,1,2,6,7,2,3,5,1914,1,2.0,320.0,3,3,0,0,341,0,0,0,0,0,0,1,0,10,2006,9,4,163000
90,4,60.0,8544,1,1,3,3,2,4,0,12,2,2,2,2,3,4,1950,1950,1,1,12,12,2,0.0,2,2,1,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,0,3,1040,0,0,1040,0.0,0.0,2,0,2,2,2,6,7,0,0,5,1949,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2006,9,4,93500
60,4,72.0,10463,1,1,0,1,2,1,0,8,2,2,0,5,8,5,2005,2005,1,1,13,14,2,0.0,3,2,2,2,3,1,1,0.0,1,0.0,893.0,893.0,1,5,1,5,901,900,0,1801,0.0,0.0,2,1,3,1,3,8,7,1,4,1,2005,3,3.0,800.0,3,3,2,0,116,0,0,0,0,0,0,1,0,6,2006,9,4,239900
90,4,60.0,10800,1,1,3,3,2,4,0,7,2,2,2,2,5,5,1987,1988,1,1,10,11,2,0.0,2,2,1,2,4,4,6,1200.0,1,0.0,0.0,1200.0,1,2,1,5,1200,0,0,1200,3.0,0.0,3,0,3,1,2,5,7,0,0,6,0,0,0.0,0.0,0,0,2,120,0,0,0,0,0,0,0,1,0,3,2009,9,2,179000
60,4,65.0,9313,1,1,0,3,2,4,0,5,2,2,0,5,7,5,2004,2004,1,1,13,14,2,0.0,3,2,2,2,3,1,1,0.0,1,0.0,864.0,864.0,1,5,1,5,864,864,0,1728,0.0,0.0,2,1,3,1,3,7,7,0,0,1,2004,2,2.0,572.0,3,3,2,187,56,0,0,0,0,0,0,1,0,4,2009,9,4,190000
70,5,60.0,9600,1,0,3,3,2,4,0,17,2,2,0,5,5,7,1910,2002,1,1,14,16,2,0.0,2,3,0,1,2,1,1,0.0,1,0.0,264.0,264.0,1,5,1,5,768,664,0,1432,0.0,0.0,2,0,2,1,2,7,7,0,0,5,1910,1,2.0,360.0,3,4,2,270,0,112,0,0,0,0,4,1,0,5,2007,9,0,132000
20,4,65.0,6768,1,1,0,3,2,4,0,19,1,2,0,2,6,8,1961,1996,3,1,6,6,2,0.0,2,3,1,3,3,2,6,832.0,1,0.0,80.0,912.0,1,3,1,5,912,0,0,912,1.0,1.0,1,0,3,1,3,5,7,0,0,5,1962,1,1.0,288.0,3,3,2,168,0,0,0,0,0,0,4,1,0,5,2008,9,4,142000
20,4,65.0,8450,1,1,3,3,2,4,0,20,2,2,0,2,7,5,2000,2001,1,1,13,14,1,108.0,2,2,2,2,3,1,1,0.0,1,0.0,1349.0,1349.0,1,5,1,5,1349,0,0,1349,0.0,0.0,2,0,3,1,2,6,7,0,0,1,2000,1,2.0,539.0,3,3,2,120,55,0,0,0,0,0,4,1,0,12,2007,9,4,179000
80,4,70.0,12886,1,1,0,3,2,4,0,19,2,2,0,7,5,6,1963,1999,1,1,6,6,2,0.0,2,2,1,2,3,3,5,444.0,1,0.0,76.0,520.0,1,5,1,5,1464,0,0,1464,0.0,1.0,2,0,3,1,2,6,5,1,3,1,1997,2,2.0,480.0,3,3,2,302,0,0,0,100,0,0,0,1,0,10,2009,9,4,175000
120,4,41.0,5395,1,1,0,1,2,4,0,22,2,2,4,2,8,5,1993,1993,1,1,6,6,2,0.0,3,2,2,2,3,1,6,733.0,1,0.0,604.0,1337.0,1,3,1,5,1337,0,0,1337,1.0,0.0,2,0,2,1,3,5,7,1,3,1,1993,2,2.0,462.0,3,3,2,96,0,70,168,0,0,0,0,1,0,10,2008,9,4,180000
60,4,0.0,8963,1,1,0,3,2,4,0,14,2,2,0,5,8,9,1976,1996,3,1,13,14,1,289.0,4,3,1,3,4,1,6,575.0,5,80.0,487.0,1142.0,1,5,1,5,1175,1540,0,2715,0.0,1.0,3,1,4,1,3,11,7,2,3,3,1994,3,2.0,831.0,3,3,2,0,204,0,0,0,0,0,0,1,0,7,2008,9,4,299800
60,4,0.0,8795,1,1,0,3,2,4,0,8,2,2,0,5,7,5,2000,2000,1,1,13,14,2,0.0,3,2,2,2,3,1,6,300.0,1,0.0,652.0,952.0,1,5,1,5,980,1276,0,2256,0.0,0.0,2,1,4,1,3,8,7,1,3,3,2000,3,2.0,554.0,3,3,2,224,54,0,0,0,0,0,0,1,0,4,2009,9,4,236000
70,5,65.0,11700,1,2,0,3,2,0,0,17,2,2,0,5,7,7,1880,2003,4,1,12,13,2,0.0,3,2,4,3,2,1,1,0.0,1,0.0,1240.0,1240.0,2,2,0,5,1320,1320,0,2640,0.0,0.0,1,1,4,1,3,8,7,1,4,5,1950,1,4.0,864.0,3,3,0,181,0,386,0,0,0,0,0,1,0,5,2009,9,4,265979
20,4,59.0,10593,1,1,0,3,2,4,0,15,2,2,0,2,7,5,1996,1996,3,1,13,14,1,338.0,3,2,2,2,3,1,6,919.0,1,0.0,801.0,1720.0,1,5,1,5,1720,0,0,1720,1.0,0.0,2,0,3,1,3,7,7,1,3,1,1996,3,2.0,527.0,3,3,2,240,56,154,0,0,0,0,0,1,0,3,2010,9,4,260400
50,4,50.0,8405,1,1,3,3,2,4,0,7,2,2,0,0,4,3,1945,1950,1,1,15,16,2,0.0,2,2,3,0,0,0,0,0.0,0,0.0,0.0,0.0,5,2,0,3,1088,441,0,1529,0.0,0.0,2,0,4,1,2,9,4,0,0,5,1945,1,1.0,240.0,3,3,0,92,0,185,0,0,0,0,0,1,0,4,2009,9,4,98000
50,5,55.0,8800,1,0,3,3,2,0,0,17,2,2,0,0,4,7,1910,2004,1,1,14,15,2,0.0,2,2,0,3,2,1,1,0.0,1,0.0,576.0,576.0,1,3,1,5,792,348,0,1140,0.0,0.0,1,0,3,1,2,7,5,0,0,6,0,0,0.0,0.0,0,0,0,0,160,0,0,0,0,0,0,1,0,6,2010,9,4,96500
60,4,0.0,7750,1,1,3,3,2,4,0,8,6,2,0,5,7,5,2003,2003,1,1,13,14,2,0.0,3,2,2,2,3,1,1,0.0,1,0.0,660.0,660.0,1,5,1,5,660,660,0,1320,0.0,0.0,2,1,3,1,3,6,7,0,0,1,2003,3,2.0,400.0,3,3,2,0,48,0,0,0,0,0,0,1,0,8,2007,9,4,162000
20,4,79.0,9236,1,1,0,3,2,4,0,5,2,2,0,2,6,5,1997,1997,1,1,13,14,2,0.0,2,3,2,2,3,4,6,1200.0,1,0.0,279.0,1479.0,1,5,1,5,1494,0,0,1494,1.0,0.0,2,0,3,1,3,6,7,0,0,1,1997,2,2.0,576.0,3,3,2,168,27,0,0,0,0,0,0,1,0,7,2006,9,4,217000
60,4,80.0,10240,1,1,3,3,2,4,0,16,2,2,0,5,8,5,2005,2005,1,1,13,14,1,178.0,3,2,2,2,3,2,1,0.0,1,0.0,1030.0,1030.0,1,3,1,5,1038,1060,0,2098,0.0,0.0,2,1,3,1,4,8,7,1,4,1,2005,2,3.0,878.0,3,3,2,192,52,0,0,0,0,0,0,1,0,3,2006,9,4,275500
20,4,61.0,7930,1,1,3,3,2,4,0,12,2,2,0,2,6,8,1969,2005,1,1,10,11,2,0.0,2,2,1,3,3,1,6,439.0,2,472.0,115.0,1026.0,1,3,1,5,1026,0,0,1026,1.0,0.0,1,0,3,1,3,5,7,0,0,5,1969,2,2.0,440.0,3,3,2,171,48,0,0,0,0,0,0,1,0,7,2009,9,4,156000
160,1,34.0,3230,1,2,3,3,2,4,0,21,2,2,4,5,6,5,1999,1999,1,1,8,8,1,894.0,2,2,2,2,3,1,6,381.0,1,0.0,348.0,729.0,1,3,1,5,742,729,0,1471,0.0,0.0,2,1,3,1,2,6,7,0,0,5,1999,1,2.0,440.0,3,3,2,0,24,0,0,0,0,0,0,1,0,3,2009,9,4,172500
