MSSubClass,BldgType,Heating,Exterior2nd,Street,MSZoning,CentralAir,RoofMatl,Condition1,Exterior1st,MasVnrType,SaleType,LandContour,GarageType,Condition2,LotConfig,LandSlope,RoofStyle,SaleCondition,LotShape,MiscFeature,Neighborhood,HouseStyle,Alley,Foundation,MSSubClass,BldgType,Heating,Exterior2nd,Street,MSZoning,CentralAir,RoofMatl,Condition1,Exterior1st,MasVnrType,SaleType,LandContour,GarageType,Condition2,LotConfig,LandSlope,RoofStyle,SaleCondition,LotShape,MiscFeature,Neighborhood,HouseStyle,Alley,Foundation
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Attchd,Norm,CulDSac,Gtl,Gable,Normal,IR1,None,Mitchel,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,1,9,3,1,2,1,0,1,4,0,1,11,2,1,1
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,CollgCr,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,3,1,5,5,1,2
50,1Fam,GasA,HdBoard,Pave,RL,N,CompShg,Norm,MetalSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,2Story,None,CBlock,50,0,1,6,1,4,0,1,2,8,2,9,3,5,2,4,0,1,4,3,1,7,5,1,1
180,Twnhs,GasA,CmentBd,Pave,RM,Y,CompShg,Norm,CemntBd,None,WD,Lvl,None,Norm,Inside,Gtl,Gable,Abnorml,Reg,None,MeadowV,SFoyer,None,CBlock,180,3,1,5,1,5,1,1,2,5,2,9,3,6,2,4,0,1,0,3,1,10,6,1,1
90,Duplex,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,None,Norm,FR2,Gtl,Gable,Normal,Reg,None,NAmes,2Story,None,CBlock,90,2,1,14,1,4,1,1,2,13,2,9,3,6,2,2,0,1,4,3,1,12,5,1,1
20,1Fam,GasA,CmentBd,Pave,RL,Y,CompShg,Norm,CemntBd,Stone,New,Lvl,Attchd,Norm,Inside,Gtl,Gable,Partial,Reg,None,Somerst,1Story,None,PConc,20,0,1,5,1,4,1,1,2,5,3,6,3,1,2,4,0,1,5,3,1,21,2,1,2
180,TwnhsE,GasA,VinylSd,Pave,RM,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Basment,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,SLvl,None,PConc,180,4,1,14,1,5,1,1,2,13,1,9,3,2,2,4,0,1,4,3,1,7,7,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,None,Norm,Inside,Gtl,Gable,Abnorml,Reg,None,Mitchel,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,2,9,3,6,2,4,0,1,0,3,1,11,2,1,2
20,1Fam,GasA,VinylSd,Pave,FV,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Somerst,1Story,Pave,PConc,20,0,1,14,1,1,1,1,2,13,2,9,3,1,2,4,0,1,4,3,1,21,2,2,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Gilbert,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,3,1,8,5,1,2
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,Stone,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,NWAmes,1Story,None,CBlock,20,0,1,11,1,4,1,1,2,10,3,9,3,1,2,4,0,1,4,3,1,14,2,1,1
70,1Fam,GasA,CmentBd,Pave,RL,Y,CompShg,Norm,CemntBd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,Shed,Crawfor,2Story,None,Stone,70,0,1,5,1,4,1,1,2,5,2,9,3,1,2,4,0,1,4,3,3,6,5,1,4
20,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Normal,Reg,None,NAmes,1Story,None,CBlock,20,0,1,8,1,4,1,1,2,8,2,9,3,1,2,4,0,3,4,3,1,12,2,1,1
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Edwards,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,2,9,3,1,2,4,0,1,4,3,1,7,2,1,1
20,1Fam,GasA,VinylSd,Pave,RH,Y,CompShg,Feedr,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,NAmes,1Story,None,CBlock,20,0,1,14,1,3,1,1,1,13,2,9,3,1,2,4,0,1,4,3,1,12,2,1,1
20,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,BrkFace,WD,Lvl,Attchd,Norm,Corner,Gtl,Hip,Normal,IR1,Gar2,NAmes,1Story,None,CBlock,20,0,1,15,1,4,1,1,2,14,1,9,3,1,2,0,0,3,4,0,0,12,2,1,1
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,Gilbert,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,0,1,8,5,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,Gilbert,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,0,1,8,5,1,2
120,TwnhsE,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,WD,HLS,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,StoneBr,1Story,None,PConc,120,4,1,6,1,4,1,1,2,6,2,9,1,1,2,4,0,1,4,0,1,22,2,1,2
60,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,IR1,None,Gilbert,2Story,None,PConc,60,0,1,6,1,4,1,1,2,6,2,9,3,1,2,0,0,1,4,0,1,8,5,1,2
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,Shed,Gilbert,1Story,None,PConc,20,0,1,6,1,4,1,1,2,6,2,9,3,1,2,4,0,1,4,0,3,8,2,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,Gilbert,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,1,2,4,0,1,4,0,1,8,5,1,2
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Gilbert,1Story,None,PConc,20,0,1,6,1,4,1,1,2,6,2,9,3,1,2,4,0,1,4,3,1,8,2,1,2
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Plywood,None,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,NAmes,1Story,None,CBlock,20,0,1,11,1,4,1,1,2,10,2,9,3,1,2,0,0,1,4,3,1,12,2,1,1
120,TwnhsE,GasA,MetalSd,Pave,RH,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Attchd,Norm,FR2,Gtl,Gable,Normal,IR1,None,NAmes,1Story,None,PConc,120,4,1,8,1,3,1,1,2,8,2,9,3,1,2,2,0,1,4,0,1,12,2,1,2
160,Twnhs,GasA,HdBoard,Pave,RM,Y,CompShg,Norm,HdBoard,BrkFace,COD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,BrDale,2Story,None,CBlock,160,3,1,6,1,5,1,1,2,6,1,0,3,5,2,4,0,1,4,3,1,2,5,1,1
160,Twnhs,GasA,HdBoard,Pave,RM,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,BrDale,2Story,None,CBlock,160,3,1,6,1,5,1,1,2,6,1,9,3,5,2,4,0,1,4,3,1,2,5,1,1
160,Twnhs,GasA,Brk Cmn,Pave,RL,Y,CompShg,Norm,Plywood,None,WD,Lvl,Attchd,Norm,FR2,Gtl,Gable,Normal,Reg,None,NPkVill,2Story,None,CBlock,160,3,1,2,1,4,1,1,2,10,2,9,3,1,2,2,0,1,4,3,1,13,5,1,1
120,Twnhs,GasA,Brk Cmn,Pave,RL,Y,CompShg,Norm,Plywood,None,WD,Lvl,Attchd,Norm,FR2,Gtl,Gable,Normal,Reg,None,NPkVill,1Story,None,CBlock,120,3,1,2,1,4,1,1,2,10,2,9,3,1,2,2,0,1,4,3,1,13,2,1,1
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,Stone,New,Lvl,Attchd,Norm,Inside,Gtl,Gable,Partial,IR1,None,NridgHt,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,3,6,3,1,2,4,0,1,5,0,1,16,5,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,Stone,New,Lvl,Attchd,Norm,Corner,Gtl,Gable,Partial,IR1,None,NridgHt,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,3,6,3,1,2,0,0,1,5,0,1,16,2,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,PosN,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Normal,Reg,None,NridgHt,1Story,None,PConc,20,0,1,14,1,4,1,1,4,13,1,9,3,1,2,4,0,3,4,3,1,16,2,1,2
20,1Fam,GasA,CmentBd,Pave,RL,Y,CompShg,Norm,CemntBd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Normal,IR1,None,NridgHt,1Story,None,PConc,20,0,1,5,1,4,1,1,2,5,1,9,3,1,2,4,0,3,4,0,1,16,2,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,HLS,Attchd,Norm,Inside,Mod,Hip,Normal,Reg,None,NridgHt,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,1,9,1,1,2,4,1,3,4,3,1,16,2,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,NridgHt,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,1,2,0,0,1,4,3,1,16,5,1,2
120,TwnhsE,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,Stone,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,NridgHt,1Story,None,PConc,120,4,1,14,1,4,1,1,2,13,3,9,3,1,2,4,0,1,4,0,1,16,2,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,IR1,None,Gilbert,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,2,9,3,1,2,0,0,1,4,0,1,8,2,1,2
120,TwnhsE,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Blmngtn,1Story,None,PConc,120,4,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,3,1,0,2,1,2
80,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,BuiltIn,Norm,Inside,Gtl,Gable,Normal,IR1,None,Gilbert,SLvl,None,PConc,80,0,1,14,1,4,1,1,2,13,2,9,3,3,2,4,0,1,4,0,1,8,7,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,None,WD,Lvl,BuiltIn,Norm,Inside,Gtl,Gable,Normal,IR1,None,Gilbert,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,2,9,3,3,2,4,0,1,4,0,1,8,5,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,CulDSac,Gtl,Hip,Normal,IR2,None,NoRidge,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,1,2,1,0,3,4,1,1,15,5,1,2
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Somerst,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,3,1,21,2,1,2
20,1Fam,GasA,VinylSd,Pave,FV,Y,CompShg,Norm,VinylSd,None,New,Lvl,Attchd,Norm,Inside,Gtl,Hip,Partial,Reg,None,Somerst,1Story,None,PConc,20,0,1,14,1,1,1,1,2,13,2,6,3,1,2,4,0,3,5,3,1,21,2,1,2
20,1Fam,GasA,VinylSd,Pave,FV,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,Somerst,1Story,None,PConc,20,0,1,14,1,1,1,1,2,13,2,9,3,1,2,0,0,1,4,3,1,21,2,1,2
60,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,SawyerW,2Story,None,PConc,60,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,3,1,20,5,1,2
30,1Fam,GasA,Wd Sdng,Pave,RH,N,CompShg,Feedr,Wd Sdng,None,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,SawyerW,1Story,None,BrkTil,30,0,1,15,1,3,0,1,1,14,2,9,3,5,2,0,0,1,4,3,1,20,2,1,0
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,RRNe,Plywood,BrkCmn,WD,Lvl,Attchd,Norm,CulDSac,Gtl,Hip,Abnorml,IR1,None,Sawyer,1Story,None,CBlock,20,0,1,11,1,4,1,1,7,10,0,9,3,1,2,1,0,3,0,0,1,19,2,1,1
60,1Fam,GasA,ImStucc,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,NoRidge,2Story,None,PConc,60,0,1,7,1,4,1,1,2,6,1,9,3,1,2,4,0,1,4,0,1,15,5,1,2
60,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,NoRidge,2Story,None,PConc,60,0,1,6,1,4,1,1,2,6,1,9,3,1,2,4,0,1,4,3,1,15,5,1,2
120,TwnhsE,GasA,MetalSd,Pave,FV,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Attchd,Norm,CulDSac,Gtl,Gable,Normal,IR1,None,Somerst,1Story,None,PConc,120,4,1,8,1,1,1,1,2,8,2,9,3,1,2,1,0,1,4,0,1,21,2,1,2
160,TwnhsE,GasA,VinylSd,Pave,FV,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Somerst,2Story,Pave,PConc,160,4,1,14,1,1,1,1,2,13,2,9,3,1,2,4,0,1,4,3,1,21,5,2,2
160,TwnhsE,GasA,MetalSd,Pave,FV,Y,CompShg,Norm,MetalSd,BrkFace,ConLD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Somerst,2Story,Pave,PConc,160,4,1,8,1,1,1,1,2,8,1,3,3,5,2,4,0,1,4,3,1,21,5,2,2
160,Twnhs,GasA,MetalSd,Pave,FV,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Somerst,2Story,Pave,PConc,160,3,1,8,1,1,1,1,2,8,2,9,3,5,2,4,0,1,4,3,1,21,5,2,2
160,Twnhs,GasA,VinylSd,Pave,FV,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Somerst,2Story,Pave,PConc,160,3,1,14,1,1,1,1,2,13,1,9,3,5,2,4,0,1,4,3,1,21,5,2,2
160,TwnhsE,GasA,MetalSd,Pave,FV,Y,CompShg,Norm,MetalSd,BrkFace,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,Somerst,2Story,None,PConc,160,4,1,8,1,1,1,1,2,8,1,9,3,5,2,0,0,1,4,3,1,21,5,1,2
160,TwnhsE,GasA,VinylSd,Pave,FV,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,FR2,Gtl,Gable,Normal,IR1,None,Somerst,2Story,None,PConc,160,4,1,14,1,1,1,1,2,13,2,9,3,1,2,2,0,1,4,0,1,21,5,1,2
20,1Fam,GasA,CmentBd,Pave,FV,Y,CompShg,Norm,CemntBd,None,New,Lvl,Attchd,Norm,Inside,Gtl,Gable,Partial,IR1,None,Somerst,1Story,Pave,PConc,20,0,1,5,1,1,1,1,2,5,2,6,3,1,2,4,0,1,5,0,1,21,2,2,2
60,1Fam,GasA,VinylSd,Pave,FV,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,Somerst,2Story,None,PConc,60,0,1,14,1,1,1,1,2,13,2,9,3,1,2,4,0,1,4,0,1,21,5,1,2
20,1Fam,GasA,VinylSd,Pave,FV,Y,CompShg,Norm,VinylSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,Somerst,1Story,None,PConc,20,0,1,14,1,1,1,1,2,13,2,9,3,1,2,4,0,1,4,3,1,21,2,1,2
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Normal,IR1,None,NWAmes,1Story,None,CBlock,20,0,1,6,1,4,1,1,2,6,1,9,3,1,2,4,0,3,4,0,1,14,2,1,1
60,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,NWAmes,2Story,None,PConc,60,0,1,8,1,4,1,1,2,8,2,9,3,1,2,4,0,1,4,3,1,14,5,1,2
50,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,None,NWAmes,1.5Fin,None,PConc,50,0,1,8,1,4,1,1,2,8,2,9,3,1,2,4,0,1,4,0,1,14,0,1,2
60,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,NWAmes,2Story,None,CBlock,60,0,1,8,1,4,1,1,2,8,2,9,3,1,2,4,0,1,4,3,1,14,5,1,1
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Normal,Reg,None,NAmes,1Story,None,CBlock,20,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,3,4,3,1,12,2,1,1
20,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,ConLD,Lvl,Attchd,Norm,Corner,Gtl,Hip,Normal,Reg,None,NAmes,1Story,None,PConc,20,0,1,6,1,4,1,1,2,6,2,3,3,1,2,0,0,3,4,3,1,12,2,1,2
20,1Fam,GasA,Plywood,Pave,RL,Y,CompShg,Norm,Wd Sdng,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,NAmes,1Story,None,CBlock,20,0,1,11,1,4,1,1,2,14,1,9,3,1,2,4,0,1,4,3,1,12,2,1,1
80,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,None,COD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Family,IR1,None,NAmes,SLvl,Pave,CBlock,80,0,1,6,1,4,1,1,2,6,2,0,3,1,2,4,0,1,3,0,1,12,7,2,1
90,Duplex,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,Oth,Lvl,None,Norm,Inside,Gtl,Hip,Abnorml,IR1,None,NAmes,1Story,None,CBlock,90,2,1,6,1,4,1,1,2,6,1,8,3,6,2,4,0,3,0,0,1,12,2,1,1
50,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,BrkFace,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,NAmes,1.5Fin,None,CBlock,50,0,1,8,1,4,1,1,2,8,1,9,3,5,2,4,0,1,4,3,1,12,0,1,1
50,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Artery,MetalSd,Stone,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,NAmes,1.5Fin,None,CBlock,50,0,1,8,1,4,1,1,0,8,3,9,3,1,2,0,0,1,4,3,1,12,0,1,1
85,1Fam,GasA,HdBoard,Pave,RL,Y,CompShg,Norm,HdBoard,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,IR1,Shed,NAmes,SFoyer,None,CBlock,85,0,1,6,1,4,1,1,2,6,1,9,3,1,2,4,0,1,4,0,3,12,6,1,1
90,Duplex,GasA,HdBoard,Pave,RL,Y,CompShg,Feedr,HdBoard,None,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,NAmes,1Story,None,CBlock,90,2,1,6,1,4,1,1,1,6,2,9,3,1,2,0,0,1,4,3,1,12,2,1,1
20,1Fam,GasA,VinylSd,Pave,RL,Y,CompShg,Norm,VinylSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,Shed,NAmes,1Story,None,PConc,20,0,1,14,1,4,1,1,2,13,1,9,3,1,2,4,0,1,4,3,3,12,2,1,2
20,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Normal,IR1,None,NAmes,1Story,None,CBlock,20,0,1,8,1,4,1,1,2,8,1,9,3,1,2,4,0,3,4,0,1,12,2,1,1
20,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,BrkFace,WD,Lvl,Attchd,Norm,Inside,Gtl,Hip,Normal,IR1,None,NAmes,1Story,None,CBlock,20,0,1,8,1,4,1,1,2,8,1,9,3,1,2,4,0,3,4,0,1,12,2,1,1
20,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,Stone,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,NAmes,1Story,None,CBlock,20,0,1,15,1,4,1,1,2,14,3,9,3,1,2,4,0,1,4,3,1,12,2,1,1
50,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,NAmes,1.5Fin,None,CBlock,50,0,1,8,1,4,1,1,2,8,2,9,3,1,2,4,0,1,4,3,1,12,0,1,1
20,1Fam,GasA,Wd Shng,Pave,RL,Y,CompShg,Norm,WdShing,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,NAmes,1Story,None,CBlock,20,0,1,16,1,4,1,1,2,15,2,9,3,5,2,4,0,1,4,3,1,12,2,1,1
20,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Attchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,NAmes,1Story,None,CBlock,20,0,1,8,1,4,1,1,2,8,2,9,3,1,2,0,0,1,4,3,1,12,2,1,1
190,2fmCon,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Attchd,Norm,Inside,Gtl,Gable,Abnorml,Reg,None,NAmes,1Story,None,CBlock,190,1,1,8,1,4,1,1,2,8,2,9,3,1,2,4,0,1,0,3,1,12,2,1,1
30,1Fam,GasA,MetalSd,Pave,RL,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,NAmes,1Story,None,BrkTil,30,0,1,8,1,4,1,1,2,8,2,9,3,5,2,0,0,1,4,3,1,12,2,1,0
50,1Fam,GasA,Wd Shng,Pave,RL,Y,CompShg,Artery,WdShing,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,NAmes,1.5Fin,None,CBlock,50,0,1,16,1,4,1,1,0,15,2,9,3,5,2,4,0,1,4,3,1,12,0,1,1
20,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,BrkFace,None,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Normal,IR1,None,NAmes,1Story,None,CBlock,20,0,1,15,1,4,1,1,2,3,2,9,3,5,2,0,0,1,4,0,1,12,2,1,1
20,1Fam,GasA,Wd Sdng,Pave,RL,Y,CompShg,Norm,Wd Sdng,BrkFace,WD,Lvl,Attchd,Norm,Inside,Mod,Hip,Normal,Reg,None,NAmes,1Story,None,CBlock,20,0,1,15,1,4,1,1,2,14,1,9,3,1,2,4,1,3,4,3,1,12,2,1,1
50,1Fam,GasA,Wd Sdng,Pave,RM,Y,CompShg,Norm,Wd Sdng,BrkFace,COD,Lvl,Basment,Norm,Corner,Gtl,Hip,Abnorml,Reg,None,OldTown,1.5Fin,None,PConc,50,0,1,15,1,5,1,1,2,14,1,0,3,2,2,0,0,3,0,3,1,17,0,1,2
30,1Fam,GasA,Wd Sdng,Pave,RM,Y,CompShg,Artery,Wd Sdng,None,WD,Lvl,None,Norm,Inside,Gtl,Gable,Normal,Reg,None,OldTown,1Story,Grvl,PConc,30,0,1,15,1,5,1,1,0,14,2,9,3,6,2,4,0,1,4,3,1,17,2,0,2
20,1Fam,GasA,MetalSd,Pave,RM,Y,CompShg,Norm,MetalSd,None,WD,Bnk,Detchd,Norm,Inside,Mod,Hip,Normal,Reg,None,OldTown,1Story,Grvl,CBlock,20,0,1,8,1,5,1,1,2,8,2,9,0,5,2,4,1,3,4,3,1,17,2,0,1
45,1Fam,GasA,MetalSd,Pave,RM,Y,CompShg,Norm,MetalSd,None,WD,Lvl,Detchd,Norm,Corner,Gtl,Gable,Normal,Reg,None,OldTown,1.5Fin,None,PConc,45,0,1,8,1,5,1,1,2,8,2,9,3,5,2,0,0,1,4,3,1,17,0,1,2
50,1Fam,GasA,VinylSd,Pave,RM,Y,CompShg,Artery,VinylSd,None,WD,Lvl,Detchd,Norm,Inside,Gtl,Gable,Normal,Reg,None,OldTown,1.5Fin,None,BrkTil,50,0,1,14,1,5,1,1,0,13,2,9,3,5,2,4,0,1,4,3,1,17,0,1,0
